,Alternates,BlockIDs,Condition,Correct,EndTime,ExperimentVersion,HIT,Iteration,Number,OptionOrder,OptionResources,OptionTexts,PageID,PageResources,PageText,PageType,Permutation,Segment,SelectedID,SelectedPosition,SelectedText,StartTime,TrialNumber,UniqueID,Version,Violates,Wordbank,WorkerID,ReactionTime
1971,,"[u'487', u'484']",,,1429821670695,3.0,3ATYLI1PRT2LZFN71SUHQ7YUKE0JOT,2,,,,,282,[u'static/images/stim/hourglass-pl.png'],nangumfa means:,,1,,,,,1429821670586,43,A1SZZ9S12FYSJ6:308Q0PEVB8DOK1XP7NV160KOQ059IU,0,,,A1SZZ9S12FYSJ6,109
1972,,"[u'487', u'484']",plural,[True],1429821674538,3.0,3ATYLI1PRT2LZFN71SUHQ7YUKE0JOT,2,"[u'plural', u'plural']","[u'361', u'360']","[[], []]","[u'semotfa', u'tubetfa']",363,[u'static/images/stim/rhino-pl.png'],Which word is represented by this picture?,Lexical,1,,[u'360'],[1],[u'tubetfa'],1429821670703,44,A1SZZ9S12FYSJ6:308Q0PEVB8DOK1XP7NV160KOQ059IU,0,,"[u'plural_words', u'plural_words']",A1SZZ9S12FYSJ6,3835
1973,,"[u'487', u'484']",,,1429821674647,3.0,3ATYLI1PRT2LZFN71SUHQ7YUKE0JOT,2,,,,,362,[u'static/images/stim/rhino-pl.png'],tubetfa means:,,1,,,,,1429821674542,45,A1SZZ9S12FYSJ6:308Q0PEVB8DOK1XP7NV160KOQ059IU,0,,,A1SZZ9S12FYSJ6,105
1974,,"[u'487', u'484']",nasal,[True],1429821678504,3.0,3ATYLI1PRT2LZFN71SUHQ7YUKE0JOT,2,"[u'singular', u'singular']","[u'208', u'209']","[[], []]","[u'pitang', u'sumen']",211,[u'static/images/stim/racket.png'],Which word is represented by this picture?,Lexical,1,,[u'208'],[0],[u'pitang'],1429821674653,46,A1SZZ9S12FYSJ6:308Q0PEVB8DOK1XP7NV160KOQ059IU,0,,"[u'words2', u'words2']",A1SZZ9S12FYSJ6,3851
1975,,"[u'487', u'484']",,,1429821678613,3.0,3ATYLI1PRT2LZFN71SUHQ7YUKE0JOT,2,,,,,210,[u'static/images/stim/racket.png'],pitang means:,,1,,,,,1429821678508,47,A1SZZ9S12FYSJ6:308Q0PEVB8DOK1XP7NV160KOQ059IU,0,,,A1SZZ9S12FYSJ6,105
1976,,"[u'487', u'484']",plural,[True],1429821681915,3.0,3ATYLI1PRT2LZFN71SUHQ7YUKE0JOT,2,"[u'plural', u'plural']","[u'365', u'364']","[[], []]","[u'tubetfa', u'bangupfa']",367,[u'static/images/stim/octopus-pl.png'],Which word is represented by this picture?,Lexical,1,,[u'364'],[1],[u'bangupfa'],1429821678619,48,A1SZZ9S12FYSJ6:308Q0PEVB8DOK1XP7NV160KOQ059IU,0,,"[u'plural_words', u'plural_words']",A1SZZ9S12FYSJ6,3296
1977,,"[u'487', u'484']",,,1429821682043,3.0,3ATYLI1PRT2LZFN71SUHQ7YUKE0JOT,2,,,,,366,[u'static/images/stim/octopus-pl.png'],bangupfa means:,,1,,,,,1429821681917,49,A1SZZ9S12FYSJ6:308Q0PEVB8DOK1XP7NV160KOQ059IU,0,,,A1SZZ9S12FYSJ6,126
1978,,"[u'487', u'484']",nasal,[True],1429821685982,3.0,3ATYLI1PRT2LZFN71SUHQ7YUKE0JOT,2,"[u'plural', u'singular']","[u'324', u'325']","[[], []]","[u'demdimfa', u'demding']",327,[u'static/images/stim/flower-pl.png'],Which word is represented by this picture?,Number,1,,[u'324'],[0],[u'demdimfa'],1429821682048,50,A1SZZ9S12FYSJ6:308Q0PEVB8DOK1XP7NV160KOQ059IU,0,,"[u'words2', u'words2']",A1SZZ9S12FYSJ6,3934
1979,,"[u'487', u'484']",,,1429821686104,3.0,3ATYLI1PRT2LZFN71SUHQ7YUKE0JOT,2,,,,,326,[u'static/images/stim/flower-pl.png'],demdimfa means: ,,1,,,,,1429821685986,51,A1SZZ9S12FYSJ6:308Q0PEVB8DOK1XP7NV160KOQ059IU,0,,,A1SZZ9S12FYSJ6,118
1980,,"[u'487', u'484']",plural,[False],1429821691374,3.0,3ATYLI1PRT2LZFN71SUHQ7YUKE0JOT,2,"[u'plural', u'plural']","[u'368', u'369']","[[], []]","[u'semotfa', u'tubetfa']",371,[u'static/images/stim/mouse-pl.png'],Which word is represented by this picture?,Lexical,1,,[u'369'],[1],[u'tubetfa'],1429821686109,52,A1SZZ9S12FYSJ6:308Q0PEVB8DOK1XP7NV160KOQ059IU,0,,"[u'plural_words', u'plural_words']",A1SZZ9S12FYSJ6,5265
1981,,"[u'487', u'484']",,,1429821691528,3.0,3ATYLI1PRT2LZFN71SUHQ7YUKE0JOT,2,,,,,370,[u'static/images/stim/mouse-pl.png'],semotfa means:,,1,,,,,1429821691378,53,A1SZZ9S12FYSJ6:308Q0PEVB8DOK1XP7NV160KOQ059IU,0,,,A1SZZ9S12FYSJ6,150
1982,,"[u'487', u'484']",nasal,[True],1429821696785,3.0,3ATYLI1PRT2LZFN71SUHQ7YUKE0JOT,2,"[u'plural', u'plural']","[u'289', u'288']","[[], []]","[u'lobomfa', u'pitamfa']",291,[u'static/images/stim/racket-pl.png'],Which word is represented by this picture?,Lexical,1,,[u'288'],[1],[u'pitamfa'],1429821691537,54,A1SZZ9S12FYSJ6:308Q0PEVB8DOK1XP7NV160KOQ059IU,0,,"[u'words2', u'words2']",A1SZZ9S12FYSJ6,5248
1983,,"[u'487', u'484']",,,1429821696907,3.0,3ATYLI1PRT2LZFN71SUHQ7YUKE0JOT,2,,,,,290,[u'static/images/stim/racket-pl.png'],pitamfa means:,,1,,,,,1429821696790,55,A1SZZ9S12FYSJ6:308Q0PEVB8DOK1XP7NV160KOQ059IU,0,,,A1SZZ9S12FYSJ6,117
1984,,"[u'487', u'484']",nasal,[True],1429821700371,3.0,3ATYLI1PRT2LZFN71SUHQ7YUKE0JOT,2,"[u'singular', u'singular']","[u'201', u'200']","[[], []]","[u'buspang', u'nangung']",203,[u'static/images/stim/hourglass.png'],Which word is represented by this picture?,Lexical,1,,[u'200'],[1],[u'nangung'],1429821696917,56,A1SZZ9S12FYSJ6:308Q0PEVB8DOK1XP7NV160KOQ059IU,0,,"[u'words2', u'words2']",A1SZZ9S12FYSJ6,3454
1985,,"[u'487', u'484']",,,1429821700489,3.0,3ATYLI1PRT2LZFN71SUHQ7YUKE0JOT,2,,,,,202,[u'static/images/stim/hourglass.png'],nangung means:,,1,,,,,1429821700379,57,A1SZZ9S12FYSJ6:308Q0PEVB8DOK1XP7NV160KOQ059IU,0,,,A1SZZ9S12FYSJ6,110
1986,,"[u'487', u'484']",voice,[True],1429821704309,3.0,3ATYLI1PRT2LZFN71SUHQ7YUKE0JOT,2,"[u'singular', u'singular']","[u'0', u'1']","[[], []]","[u'sangod', u'lispeb']",3,[u'static/images/stim/iron.png'],Which word is represented by this picture?,Lexical,1,,[u'0'],[0],[u'sangod'],1429821700494,58,A1SZZ9S12FYSJ6:308Q0PEVB8DOK1XP7NV160KOQ059IU,0,,"[u'words1', u'words1']",A1SZZ9S12FYSJ6,3815
1987,,"[u'487', u'484']",,,1429821704427,3.0,3ATYLI1PRT2LZFN71SUHQ7YUKE0JOT,2,,,,,2,[u'static/images/stim/iron.png'],sangod means:,,1,,,,,1429821704312,59,A1SZZ9S12FYSJ6:308Q0PEVB8DOK1XP7NV160KOQ059IU,0,,,A1SZZ9S12FYSJ6,115
1988,,"[u'487', u'484']",voice,[False],1429821707074,3.0,3ATYLI1PRT2LZFN71SUHQ7YUKE0JOT,2,"[u'singular', u'singular']","[u'9', u'8']","[[], []]","[u'fetab', u'bupfud']",11,[u'static/images/stim/giraffe.png'],Which word is represented by this picture?,Lexical,1,,[u'9'],[0],[u'fetab'],1429821704440,60,A1SZZ9S12FYSJ6:308Q0PEVB8DOK1XP7NV160KOQ059IU,0,,"[u'words1', u'words1']",A1SZZ9S12FYSJ6,2634
1989,,"[u'487', u'484']",,,1429821707188,3.0,3ATYLI1PRT2LZFN71SUHQ7YUKE0JOT,2,,,,,10,[u'static/images/stim/giraffe.png'],bupfud means:,,1,,,,,1429821707084,61,A1SZZ9S12FYSJ6:308Q0PEVB8DOK1XP7NV160KOQ059IU,0,,,A1SZZ9S12FYSJ6,104
1990,,"[u'487', u'484']",both,[False],1429821710252,3.0,3ATYLI1PRT2LZFN71SUHQ7YUKE0JOT,2,"[u'singular', u'singular']","[u'405', u'404']","[[], []]","[u'pufsit', u'labap']",407,[u'static/images/stim/flower2.png'],Which word is represented by this picture?,Lexical,1,,[u'405'],[0],[u'pufsit'],1429821707196,62,A1SZZ9S12FYSJ6:308Q0PEVB8DOK1XP7NV160KOQ059IU,0,,"[u'common_words', u'common_words']",A1SZZ9S12FYSJ6,3056
1991,,"[u'487', u'484']",,,1429821710394,3.0,3ATYLI1PRT2LZFN71SUHQ7YUKE0JOT,2,,,,,406,[u'static/images/stim/flower2.png'],labap means:,,1,,,,,1429821710256,63,A1SZZ9S12FYSJ6:308Q0PEVB8DOK1XP7NV160KOQ059IU,0,,,A1SZZ9S12FYSJ6,138
1992,,"[u'487', u'484']",nasal,[True],1429821715627,3.0,3ATYLI1PRT2LZFN71SUHQ7YUKE0JOT,2,"[u'plural', u'singular']","[u'241', u'240']","[[], []]","[u'nangumfa', u'nangung']",243,[u'static/images/stim/hourglass.png'],Which word is represented by this picture?,Number,1,,[u'240'],[1],[u'nangung'],1429821710400,64,A1SZZ9S12FYSJ6:308Q0PEVB8DOK1XP7NV160KOQ059IU,0,,"[u'words2', u'words2']",A1SZZ9S12FYSJ6,5227
1993,,"[u'487', u'484']",,,1429821715731,3.0,3ATYLI1PRT2LZFN71SUHQ7YUKE0JOT,2,,,,,242,[u'static/images/stim/hourglass.png'],nangung means: ,,1,,,,,1429821715629,65,A1SZZ9S12FYSJ6:308Q0PEVB8DOK1XP7NV160KOQ059IU,0,,,A1SZZ9S12FYSJ6,102
1994,,"[u'487', u'484']",nasal,[True],1429821719415,3.0,3ATYLI1PRT2LZFN71SUHQ7YUKE0JOT,2,"[u'singular', u'plural']","[u'248', u'249']","[[], []]","[u'pitang', u'pitamfa']",251,[u'static/images/stim/racket.png'],Which word is represented by this picture?,Number,1,,[u'248'],[0],[u'pitang'],1429821715735,66,A1SZZ9S12FYSJ6:308Q0PEVB8DOK1XP7NV160KOQ059IU,0,,"[u'words2', u'words2']",A1SZZ9S12FYSJ6,3680
1995,,"[u'487', u'484']",,,1429821719538,3.0,3ATYLI1PRT2LZFN71SUHQ7YUKE0JOT,2,,,,,250,[u'static/images/stim/racket.png'],pitang means: ,,1,,,,,1429821719420,67,A1SZZ9S12FYSJ6:308Q0PEVB8DOK1XP7NV160KOQ059IU,0,,,A1SZZ9S12FYSJ6,118
1996,,"[u'487', u'484']",nasal,[True],1429821724879,3.0,3ATYLI1PRT2LZFN71SUHQ7YUKE0JOT,2,"[u'plural', u'plural']","[u'284', u'285']","[[], []]","[u'demdimfa', u'sumemfa']",287,[u'static/images/stim/flower-pl.png'],Which word is represented by this picture?,Lexical,1,,[u'284'],[0],[u'demdimfa'],1429821719546,68,A1SZZ9S12FYSJ6:308Q0PEVB8DOK1XP7NV160KOQ059IU,0,,"[u'words2', u'words2']",A1SZZ9S12FYSJ6,5333
1997,,"[u'487', u'484']",,,1429821724997,3.0,3ATYLI1PRT2LZFN71SUHQ7YUKE0JOT,2,,,,,286,[u'static/images/stim/flower-pl.png'],demdimfa means:,,1,,,,,1429821724882,69,A1SZZ9S12FYSJ6:308Q0PEVB8DOK1XP7NV160KOQ059IU,0,,,A1SZZ9S12FYSJ6,115
1998,,"[u'487', u'484']",nasal,[True],1429821727075,3.0,3ATYLI1PRT2LZFN71SUHQ7YUKE0JOT,2,"[u'singular', u'plural']","[u'321', u'320']","[[], []]","[u'nangung', u'nangumfa']",323,[u'static/images/stim/hourglass-pl.png'],Which word is represented by this picture?,Number,1,,[u'320'],[1],[u'nangumfa'],1429821725003,70,A1SZZ9S12FYSJ6:308Q0PEVB8DOK1XP7NV160KOQ059IU,0,,"[u'words2', u'words2']",A1SZZ9S12FYSJ6,2072
1999,,"[u'487', u'484']",,,1429821727180,3.0,3ATYLI1PRT2LZFN71SUHQ7YUKE0JOT,2,,,,,322,[u'static/images/stim/hourglass-pl.png'],nangumfa means: ,,1,,,,,1429821727078,71,A1SZZ9S12FYSJ6:308Q0PEVB8DOK1XP7NV160KOQ059IU,0,,,A1SZZ9S12FYSJ6,102
2000,,"[u'487', u'484']",nasal,[True],1429821736785,3.0,3ATYLI1PRT2LZFN71SUHQ7YUKE0JOT,2,"[u'singular', u'singular']","[u'204', u'205']","[[], []]","[u'demding', u'nangung']",207,[u'static/images/stim/flower.png'],Which word is represented by this picture?,Lexical,1,,[u'204'],[0],[u'demding'],1429821727185,72,A1SZZ9S12FYSJ6:308Q0PEVB8DOK1XP7NV160KOQ059IU,0,,"[u'words2', u'words2']",A1SZZ9S12FYSJ6,9600
2001,,"[u'487', u'484']",,,1429821736907,3.0,3ATYLI1PRT2LZFN71SUHQ7YUKE0JOT,2,,,,,206,[u'static/images/stim/flower.png'],demding means:,,1,,,,,1429821736788,73,A1SZZ9S12FYSJ6:308Q0PEVB8DOK1XP7NV160KOQ059IU,0,,,A1SZZ9S12FYSJ6,119
2002,,"[u'487', u'484']",voice,[False],1429821739366,3.0,3ATYLI1PRT2LZFN71SUHQ7YUKE0JOT,2,"[u'singular', u'singular']","[u'4', u'5']","[[], []]","[u'tamdid', u'milod']",7,[u'static/images/stim/house.png'],Which word is represented by this picture?,Lexical,1,,[u'5'],[1],[u'milod'],1429821736914,74,A1SZZ9S12FYSJ6:308Q0PEVB8DOK1XP7NV160KOQ059IU,0,,"[u'words1', u'words1']",A1SZZ9S12FYSJ6,2452
2003,,"[u'487', u'484']",,,1429821739525,3.0,3ATYLI1PRT2LZFN71SUHQ7YUKE0JOT,2,,,,,6,[u'static/images/stim/house.png'],tamdid means:,,1,,,,,1429821739369,75,A1SZZ9S12FYSJ6:308Q0PEVB8DOK1XP7NV160KOQ059IU,0,,,A1SZZ9S12FYSJ6,156
2004,,"[u'487', u'484']",both,[False],1429821744691,3.0,3ATYLI1PRT2LZFN71SUHQ7YUKE0JOT,2,"[u'singular', u'singular']","[u'401', u'400']","[[], []]","[u'labap', u'fongem']",403,[u'static/images/stim/jug.png'],Which word is represented by this picture?,Lexical,1,,[u'401'],[0],[u'labap'],1429821739531,76,A1SZZ9S12FYSJ6:308Q0PEVB8DOK1XP7NV160KOQ059IU,0,,"[u'common_words', u'common_words']",A1SZZ9S12FYSJ6,5160
2005,,"[u'487', u'484']",,,1429821744810,3.0,3ATYLI1PRT2LZFN71SUHQ7YUKE0JOT,2,,,,,402,[u'static/images/stim/jug.png'],fongem means:,,1,,,,,1429821744694,77,A1SZZ9S12FYSJ6:308Q0PEVB8DOK1XP7NV160KOQ059IU,0,,,A1SZZ9S12FYSJ6,116
2006,,"[u'487', u'484']",nasal,[True],1429821747738,3.0,3ATYLI1PRT2LZFN71SUHQ7YUKE0JOT,2,"[u'singular', u'plural']","[u'329', u'328']","[[], []]","[u'pitang', u'pitamfa']",331,[u'static/images/stim/racket-pl.png'],Which word is represented by this picture?,Number,1,,[u'328'],[1],[u'pitamfa'],1429821744818,78,A1SZZ9S12FYSJ6:308Q0PEVB8DOK1XP7NV160KOQ059IU,0,,"[u'words2', u'words2']",A1SZZ9S12FYSJ6,2920
2007,,"[u'487', u'484']",,,1429821747843,3.0,3ATYLI1PRT2LZFN71SUHQ7YUKE0JOT,2,,,,,330,[u'static/images/stim/racket-pl.png'],pitamfa means: ,,1,,,,,1429821747741,79,A1SZZ9S12FYSJ6:308Q0PEVB8DOK1XP7NV160KOQ059IU,0,,,A1SZZ9S12FYSJ6,102
2008,,"[u'487', u'484']",nasal,[True],1429821750840,3.0,3ATYLI1PRT2LZFN71SUHQ7YUKE0JOT,2,"[u'plural', u'singular']","[u'245', u'244']","[[], []]","[u'demdimfa', u'demding']",247,[u'static/images/stim/flower.png'],Which word is represented by this picture?,Number,1,,[u'244'],[1],[u'demding'],1429821747847,80,A1SZZ9S12FYSJ6:308Q0PEVB8DOK1XP7NV160KOQ059IU,0,,"[u'words2', u'words2']",A1SZZ9S12FYSJ6,2993
2009,,"[u'487', u'484']",,,1429821750954,3.0,3ATYLI1PRT2LZFN71SUHQ7YUKE0JOT,2,,,,,246,[u'static/images/stim/flower.png'],demding means: ,,1,,,,,1429821750844,81,A1SZZ9S12FYSJ6:308Q0PEVB8DOK1XP7NV160KOQ059IU,0,,,A1SZZ9S12FYSJ6,110
2010,,"[u'487', u'484']",nasal,[True],1429821753356,3.0,3ATYLI1PRT2LZFN71SUHQ7YUKE0JOT,3,"[u'plural', u'plural']","[u'280', u'281']","[[], []]","[u'nangumfa', u'buspamfa']",283,[u'static/images/stim/hourglass-pl.png'],Which word is represented by this picture?,Lexical,1,,[u'280'],[0],[u'nangumfa'],1429821750964,82,A1SZZ9S12FYSJ6:308Q0PEVB8DOK1XP7NV160KOQ059IU,0,,"[u'words2', u'words2']",A1SZZ9S12FYSJ6,2392
2011,,"[u'487', u'484']",,,1429821753480,3.0,3ATYLI1PRT2LZFN71SUHQ7YUKE0JOT,3,,,,,282,[u'static/images/stim/hourglass-pl.png'],nangumfa means:,,1,,,,,1429821753359,83,A1SZZ9S12FYSJ6:308Q0PEVB8DOK1XP7NV160KOQ059IU,0,,,A1SZZ9S12FYSJ6,121
2012,,"[u'487', u'484']",nasal,[True],1429821755825,3.0,3ATYLI1PRT2LZFN71SUHQ7YUKE0JOT,3,"[u'plural', u'singular']","[u'241', u'240']","[[], []]","[u'nangumfa', u'nangung']",243,[u'static/images/stim/hourglass.png'],Which word is represented by this picture?,Number,1,,[u'240'],[1],[u'nangung'],1429821753490,84,A1SZZ9S12FYSJ6:308Q0PEVB8DOK1XP7NV160KOQ059IU,0,,"[u'words2', u'words2']",A1SZZ9S12FYSJ6,2335
2013,,"[u'487', u'484']",,,1429821755930,3.0,3ATYLI1PRT2LZFN71SUHQ7YUKE0JOT,3,,,,,242,[u'static/images/stim/hourglass.png'],nangung means: ,,1,,,,,1429821755828,85,A1SZZ9S12FYSJ6:308Q0PEVB8DOK1XP7NV160KOQ059IU,0,,,A1SZZ9S12FYSJ6,102
2014,,"[u'487', u'484']",nasal,[True],1429821758931,3.0,3ATYLI1PRT2LZFN71SUHQ7YUKE0JOT,3,"[u'singular', u'singular']","[u'204', u'205']","[[], []]","[u'demding', u'nangung']",207,[u'static/images/stim/flower.png'],Which word is represented by this picture?,Lexical,1,,[u'204'],[0],[u'demding'],1429821755936,86,A1SZZ9S12FYSJ6:308Q0PEVB8DOK1XP7NV160KOQ059IU,0,,"[u'words2', u'words2']",A1SZZ9S12FYSJ6,2995
2015,,"[u'487', u'484']",,,1429821759051,3.0,3ATYLI1PRT2LZFN71SUHQ7YUKE0JOT,3,,,,,206,[u'static/images/stim/flower.png'],demding means:,,1,,,,,1429821758934,87,A1SZZ9S12FYSJ6:308Q0PEVB8DOK1XP7NV160KOQ059IU,0,,,A1SZZ9S12FYSJ6,117
2016,,"[u'487', u'484']",both,[True],1429821760650,3.0,3ATYLI1PRT2LZFN71SUHQ7YUKE0JOT,3,"[u'singular', u'singular']","[u'404', u'405']","[[], []]","[u'labap', u'pufsit']",407,[u'static/images/stim/flower2.png'],Which word is represented by this picture?,Lexical,1,,[u'404'],[0],[u'labap'],1429821759055,88,A1SZZ9S12FYSJ6:308Q0PEVB8DOK1XP7NV160KOQ059IU,0,,"[u'common_words', u'common_words']",A1SZZ9S12FYSJ6,1595
2017,,"[u'487', u'484']",,,1429821760744,3.0,3ATYLI1PRT2LZFN71SUHQ7YUKE0JOT,3,,,,,406,[u'static/images/stim/flower2.png'],labap means:,,1,,,,,1429821760655,89,A1SZZ9S12FYSJ6:308Q0PEVB8DOK1XP7NV160KOQ059IU,0,,,A1SZZ9S12FYSJ6,89
2018,,"[u'487', u'484']",nasal,[True],1429821765954,3.0,3ATYLI1PRT2LZFN71SUHQ7YUKE0JOT,3,"[u'plural', u'singular']","[u'328', u'329']","[[], []]","[u'pitamfa', u'pitang']",331,[u'static/images/stim/racket-pl.png'],Which word is represented by this picture?,Number,1,,[u'328'],[0],[u'pitamfa'],1429821760753,90,A1SZZ9S12FYSJ6:308Q0PEVB8DOK1XP7NV160KOQ059IU,0,,"[u'words2', u'words2']",A1SZZ9S12FYSJ6,5201
2019,,"[u'487', u'484']",,,1429821766091,3.0,3ATYLI1PRT2LZFN71SUHQ7YUKE0JOT,3,,,,,330,[u'static/images/stim/racket-pl.png'],pitamfa means: ,,1,,,,,1429821765958,91,A1SZZ9S12FYSJ6:308Q0PEVB8DOK1XP7NV160KOQ059IU,0,,,A1SZZ9S12FYSJ6,133
2020,,"[u'487', u'484']",voice,[False],1429821769731,3.0,3ATYLI1PRT2LZFN71SUHQ7YUKE0JOT,3,"[u'singular', u'singular']","[u'9', u'8']","[[], []]","[u'fetab', u'bupfud']",11,[u'static/images/stim/giraffe.png'],Which word is represented by this picture?,Lexical,1,,[u'9'],[0],[u'fetab'],1429821766107,92,A1SZZ9S12FYSJ6:308Q0PEVB8DOK1XP7NV160KOQ059IU,0,,"[u'words1', u'words1']",A1SZZ9S12FYSJ6,3624
2021,,"[u'487', u'484']",,,1429821769836,3.0,3ATYLI1PRT2LZFN71SUHQ7YUKE0JOT,3,,,,,10,[u'static/images/stim/giraffe.png'],bupfud means:,,1,,,,,1429821769733,93,A1SZZ9S12FYSJ6:308Q0PEVB8DOK1XP7NV160KOQ059IU,0,,,A1SZZ9S12FYSJ6,103
2022,,"[u'487', u'484']",nasal,[True],1429821775308,3.0,3ATYLI1PRT2LZFN71SUHQ7YUKE0JOT,3,"[u'plural', u'plural']","[u'285', u'284']","[[], []]","[u'sumemfa', u'demdimfa']",287,[u'static/images/stim/flower-pl.png'],Which word is represented by this picture?,Lexical,1,,[u'284'],[1],[u'demdimfa'],1429821769841,94,A1SZZ9S12FYSJ6:308Q0PEVB8DOK1XP7NV160KOQ059IU,0,,"[u'words2', u'words2']",A1SZZ9S12FYSJ6,5467
2023,,"[u'487', u'484']",,,1429821775408,3.0,3ATYLI1PRT2LZFN71SUHQ7YUKE0JOT,3,,,,,286,[u'static/images/stim/flower-pl.png'],demdimfa means:,,1,,,,,1429821775311,95,A1SZZ9S12FYSJ6:308Q0PEVB8DOK1XP7NV160KOQ059IU,0,,,A1SZZ9S12FYSJ6,97
2024,,"[u'487', u'484']",voice,[False],1429821779347,3.0,3ATYLI1PRT2LZFN71SUHQ7YUKE0JOT,3,"[u'singular', u'singular']","[u'5', u'4']","[[], []]","[u'milod', u'tamdid']",7,[u'static/images/stim/house.png'],Which word is represented by this picture?,Lexical,1,,[u'5'],[0],[u'milod'],1429821775413,96,A1SZZ9S12FYSJ6:308Q0PEVB8DOK1XP7NV160KOQ059IU,0,,"[u'words1', u'words1']",A1SZZ9S12FYSJ6,3934
2025,,"[u'487', u'484']",,,1429821779472,3.0,3ATYLI1PRT2LZFN71SUHQ7YUKE0JOT,3,,,,,6,[u'static/images/stim/house.png'],tamdid means:,,1,,,,,1429821779350,97,A1SZZ9S12FYSJ6:308Q0PEVB8DOK1XP7NV160KOQ059IU,0,,,A1SZZ9S12FYSJ6,122
2026,,"[u'487', u'484']",nasal,[True],1429821783624,3.0,3ATYLI1PRT2LZFN71SUHQ7YUKE0JOT,3,"[u'plural', u'singular']","[u'249', u'248']","[[], []]","[u'pitamfa', u'pitang']",251,[u'static/images/stim/racket.png'],Which word is represented by this picture?,Number,1,,[u'248'],[1],[u'pitang'],1429821779476,98,A1SZZ9S12FYSJ6:308Q0PEVB8DOK1XP7NV160KOQ059IU,0,,"[u'words2', u'words2']",A1SZZ9S12FYSJ6,4148
2027,,"[u'487', u'484']",,,1429821783737,3.0,3ATYLI1PRT2LZFN71SUHQ7YUKE0JOT,3,,,,,250,[u'static/images/stim/racket.png'],pitang means: ,,1,,,,,1429821783628,99,A1SZZ9S12FYSJ6:308Q0PEVB8DOK1XP7NV160KOQ059IU,0,,,A1SZZ9S12FYSJ6,109
2028,,"[u'487', u'484']",voice,[True],1429821786019,3.0,3ATYLI1PRT2LZFN71SUHQ7YUKE0JOT,3,"[u'singular', u'singular']","[u'0', u'1']","[[], []]","[u'sangod', u'lispeb']",3,[u'static/images/stim/iron.png'],Which word is represented by this picture?,Lexical,1,,[u'0'],[0],[u'sangod'],1429821783742,100,A1SZZ9S12FYSJ6:308Q0PEVB8DOK1XP7NV160KOQ059IU,0,,"[u'words1', u'words1']",A1SZZ9S12FYSJ6,2277
2029,,"[u'487', u'484']",,,1429821786127,3.0,3ATYLI1PRT2LZFN71SUHQ7YUKE0JOT,3,,,,,2,[u'static/images/stim/iron.png'],sangod means:,,1,,,,,1429821786025,101,A1SZZ9S12FYSJ6:308Q0PEVB8DOK1XP7NV160KOQ059IU,0,,,A1SZZ9S12FYSJ6,102
2030,,"[u'487', u'484']",nasal,[True],1429821788034,3.0,3ATYLI1PRT2LZFN71SUHQ7YUKE0JOT,3,"[u'singular', u'singular']","[u'209', u'208']","[[], []]","[u'sumen', u'pitang']",211,[u'static/images/stim/racket.png'],Which word is represented by this picture?,Lexical,1,,[u'208'],[1],[u'pitang'],1429821786134,102,A1SZZ9S12FYSJ6:308Q0PEVB8DOK1XP7NV160KOQ059IU,0,,"[u'words2', u'words2']",A1SZZ9S12FYSJ6,1900
2031,,"[u'487', u'484']",,,1429821788152,3.0,3ATYLI1PRT2LZFN71SUHQ7YUKE0JOT,3,,,,,210,[u'static/images/stim/racket.png'],pitang means:,,1,,,,,1429821788037,103,A1SZZ9S12FYSJ6:308Q0PEVB8DOK1XP7NV160KOQ059IU,0,,,A1SZZ9S12FYSJ6,115
2032,,"[u'487', u'484']",plural,[True],1429821790998,3.0,3ATYLI1PRT2LZFN71SUHQ7YUKE0JOT,3,"[u'plural', u'plural']","[u'364', u'365']","[[], []]","[u'bangupfa', u'tubetfa']",367,[u'static/images/stim/octopus-pl.png'],Which word is represented by this picture?,Lexical,1,,[u'364'],[0],[u'bangupfa'],1429821788156,104,A1SZZ9S12FYSJ6:308Q0PEVB8DOK1XP7NV160KOQ059IU,0,,"[u'plural_words', u'plural_words']",A1SZZ9S12FYSJ6,2842
2033,,"[u'487', u'484']",,,1429821791107,3.0,3ATYLI1PRT2LZFN71SUHQ7YUKE0JOT,3,,,,,366,[u'static/images/stim/octopus-pl.png'],bangupfa means:,,1,,,,,1429821791001,105,A1SZZ9S12FYSJ6:308Q0PEVB8DOK1XP7NV160KOQ059IU,0,,,A1SZZ9S12FYSJ6,106
2034,,"[u'487', u'484']",plural,[False],1429821792853,3.0,3ATYLI1PRT2LZFN71SUHQ7YUKE0JOT,3,"[u'plural', u'plural']","[u'369', u'368']","[[], []]","[u'tubetfa', u'semotfa']",371,[u'static/images/stim/mouse-pl.png'],Which word is represented by this picture?,Lexical,1,,[u'369'],[0],[u'tubetfa'],1429821791120,106,A1SZZ9S12FYSJ6:308Q0PEVB8DOK1XP7NV160KOQ059IU,0,,"[u'plural_words', u'plural_words']",A1SZZ9S12FYSJ6,1733
2035,,"[u'487', u'484']",,,1429821792963,3.0,3ATYLI1PRT2LZFN71SUHQ7YUKE0JOT,3,,,,,370,[u'static/images/stim/mouse-pl.png'],semotfa means:,,1,,,,,1429821792855,107,A1SZZ9S12FYSJ6:308Q0PEVB8DOK1XP7NV160KOQ059IU,0,,,A1SZZ9S12FYSJ6,108
